Time Base:5.00ms
Sampling Rate:400kSa/s
Amplitude:5.00V
5.00VAmplitude resolution:200.00mV
200.00mVData Uint:mv
Data points:32000
  1.20E+03,  1.16E+04
  1.40E+03,  1.18E+04
  1.20E+03,  1.16E+04
  1.40E+03,  1.18E+04
  1.40E+03,  1.16E+04
  1.40E+03,  1.18E+04
  1.40E+03,  1.18E+04
  1.20E+03,  1.16E+04
  1.20E+03,  1.18E+04
  1.40E+03,  1.16E+04
  1.20E+03,  1.16E+04
  1.60E+03,  1.16E+04
  1.40E+03,  1.18E+04
  1.40E+03,  1.16E+04
  1.40E+03,  1.16E+04
  1.60E+03,  1.16E+04
  1.80E+03,  1.18E+04
  1.40E+03,  1.18E+04
  1.40E+03,  1.16E+04
  1.40E+03,  1.18E+04
  1.60E+03,  1.16E+04
  1.60E+03,  1.18E+04
